ward,precinct,total,"Bernard J. """"Bernie"""" Gray (Kucinich)","Bernard J. """"Bernie"""" Gray (Kucinich) Percent",Heather Poppe (Kucinich),Heather Poppe (Kucinich) Percent,John Schlitt (Kucinich),John Schlitt (Kucinich) Percent,Katherine Felt Armstrong (Kucinich),Katherine Felt Armstrong (Kucinich) Percent,Gary Kuzminski (Kucinich),Gary Kuzminski (Kucinich) Percent,Bernadette Maune (Kucinich),Bernadette Maune (Kucinich) Percent,Marc O'Connor (Kucinich),Marc O'Connor (Kucinich) Percent,Deborah Sims (Dean),Deborah Sims (Dean) Percent,James T. Meeks (Dean),James T. Meeks (Dean) Percent,Michelle Markiewicz Qualkinbush (Dean,Michelle Markiewicz Qualkinbush (Dean Percent,Sandi S. Jackson (Dean),Sandi S. Jackson (Dean) Percent,"William """"Will"""" Davis (Dean)","William """"Will"""" Davis (Dean) Percent",Dorian M. Morley (Dean),Dorian M. Morley (Dean) Percent,Michael Hartt (Dean),Michael Hartt (Dean) Percent,Larry Williams (Edwards),Larry Williams (Edwards) Percent,Bertha M. Scott (Edwards),Bertha M. Scott (Edwards) Percent,James E. Young (Edwards),James E. Young (Edwards) Percent,Henrietta Battle (Edwards),Henrietta Battle (Edwards) Percent,Jeremy Alexander (Edwards),Jeremy Alexander (Edwards) Percent,Archia Lakiska Lucas (Edwards),Archia Lakiska Lucas (Edwards) Percent,Lawrence N. Hill (Edwards),Lawrence N. Hill (Edwards) Percent,Nather L. Jones (Edwards),Nather L. Jones (Edwards) Percent,Al Riley (Clark),Al Riley (Clark) Percent,Johnny Holmes (Clark),Johnny Holmes (Clark) Percent,Kevin McCaffrey (Clark),Kevin McCaffrey (Clark) Percent,Paul Lynch (Clark),Paul Lynch (Clark) Percent,Barbara J. Moore (Clark),Barbara J. Moore (Clark) Percent,Harriet Salk (Clark),Harriet Salk (Clark) Percent,Myrtle Martin (Clark),Myrtle Martin (Clark) Percent,Karen Olson (Clark),Karen Olson (Clark) Percent,Frederick Young (Kerry),Frederick Young (Kerry) Percent,Sharon Latiker (Kerry),Sharon Latiker (Kerry) Percent,Kurt Elling (Kerry),Kurt Elling (Kerry) Percent,Lisa Dunbar (Kerry),Lisa Dunbar (Kerry) Percent,Jonathan D Karmel (Kerry),Jonathan D Karmel (Kerry) Percent,Thu Anh Vo (Kerry),Thu Anh Vo (Kerry) Percent,Gregory Arlen Diephouse (Kerry),Gregory Arlen Diephouse (Kerry) Percent,Edonna Brazzle (Kerry),Edonna Brazzle (Kerry) Percent,Lamar Britt (Lieberman),Lamar Britt (Lieberman) Percent,Jerry Doss (Lieberman),Jerry Doss (Lieberman) Percent,Shirley Doss (Lieberman),Shirley Doss (Lieberman) Percent,Marc Hamilton (Lieberman),Marc Hamilton (Lieberman) Percent,Myra Handy (Lieberman),Myra Handy (Lieberman) Percent,Janet Williams (Lieberman),Janet Williams (Lieberman) Percent,William M. Beavers (Braun),William M. Beavers (Braun) Percent,Dorothy James (Braun),Dorothy James (Braun) Percent,Diane Phillips (Braun),Diane Phillips (Braun) Percent,Donne Trotter (Braun),Donne Trotter (Braun) Percent,Dorothy Brown (Braun),Dorothy Brown (Braun) Percent,William Shaw (Braun),William Shaw (Braun) Percent,Carrie Austin (Braun),Carrie Austin (Braun) Percent,precinct_id
8,39,852,11,1.29,10,1.17,4,0.47,7,0.82,4,0.47,8,0.94,6,0.7,21,2.46,89,10.45,11,1.29,24,2.82,20,2.35,14,1.64,7,0.82,8,0.94,5,0.59,11,1.29,6,0.7,2,0.23,3,0.35,4,0.47,5,0.59,5,0.59,2,0.23,2,0.23,1,0.12,10,1.17,0,0.0,4,0.47,1,0.12,53,6.22,35,4.11,30,3.52,43,5.05,26,3.05,27,3.17,22,2.58,26,3.05,0,0.0,0,0.0,1,0.12,0,0.0,0,0.0,1,0.12,28,3.29,21,2.46,21,2.46,43,5.05,55,6.46,52,6.1,40,4.69,08039
8,42,985,18,1.83,8,0.81,6,0.61,15,1.52,4,0.41,8,0.81,5,0.51,26,2.64,86,8.73,9,0.91,26,2.64,27,2.74,23,2.34,9,0.91,15,1.52,19,1.93,13,1.32,16,1.62,11,1.12,6,0.61,9,0.91,7,0.71,3,0.3,4,0.41,3,0.3,2,0.2,15,1.52,3,0.3,3,0.3,1,0.1,49,4.97,45,4.57,39,3.96,40,4.06,30,3.05,27,2.74,26,2.64,31,3.15,1,0.1,1,0.1,2,0.2,0,0.0,0,0.0,3,0.3,34,3.45,31,3.15,24,2.44,45,4.57,62,6.29,49,4.97,32,3.25,08042
8,44,767,11,1.43,11,1.43,5,0.65,9,1.17,7,0.91,8,1.04,5,0.65,26,3.39,64,8.34,11,1.43,20,2.61,20,2.61,15,1.96,13,1.69,12,1.56,12,1.56,9,1.17,8,1.04,7,0.91,6,0.78,8,1.04,5,0.65,2,0.26,5,0.65,2,0.26,1,0.13,5,0.65,0,0.0,3,0.39,0,0.0,26,3.39,27,3.52,21,2.74,28,3.65,26,3.39,22,2.87,18,2.35,18,2.35,4,0.52,3,0.39,3,0.39,2,0.26,1,0.13,2,0.26,32,4.17,27,3.52,22,2.87,35,4.56,44,5.74,43,5.61,38,4.95,08044
8,46,681,9,1.32,1,0.15,0,0.0,3,0.44,2,0.29,5,0.73,3,0.44,19,2.79,62,9.1,7,1.03,19,2.79,20,2.94,14,2.06,5,0.73,4,0.59,5,0.73,6,0.88,9,1.32,1,0.15,2,0.29,1,0.15,3,0.44,0,0.0,6,0.88,0,0.0,1,0.15,6,0.88,2,0.29,4,0.59,4,0.59,31,4.55,26,3.82,21,3.08,27,3.96,19,2.79,15,2.2,17,2.5,15,2.2,2,0.29,0,0.0,3,0.44,2,0.29,0,0.0,1,0.15,33,4.85,28,4.11,25,3.67,54,7.93,56,8.22,44,6.46,29,4.26,08046
8,47,902,17,1.88,9,1.0,6,0.67,9,1.0,5,0.55,10,1.11,3,0.33,22,2.44,74,8.2,10,1.11,18,2.0,19,2.11,21,2.33,8,0.89,10,1.11,15,1.66,11,1.22,8,0.89,4,0.44,2,0.22,7,0.78,5,0.55,4,0.44,5,0.55,0,0.0,3,0.33,14,1.55,1,0.11,6,0.67,3,0.33,45,4.99,42,4.66,36,3.99,33,3.66,35,3.88,25,2.77,22,2.44,27,2.99,4,0.44,2,0.22,2,0.22,2,0.22,1,0.11,2,0.22,30,3.33,31,3.44,19,2.11,42,4.66,65,7.21,60,6.65,36,3.99,08047
8,49,985,13,1.32,6,0.61,6,0.61,3,0.3,4,0.41,5,0.51,6,0.61,41,4.16,87,8.83,17,1.73,38,3.86,45,4.57,27,2.74,16,1.62,8,0.81,12,1.22,6,0.61,11,1.12,3,0.3,2,0.2,6,0.61,3,0.3,2,0.2,3,0.3,0,0.0,6,0.61,6,0.61,2,0.2,3,0.3,3,0.3,51,5.18,35,3.55,32,3.25,47,4.77,23,2.34,25,2.54,23,2.34,21,2.13,3,0.3,3,0.3,1,0.1,1,0.1,2,0.2,6,0.61,29,2.94,29,2.94,22,2.23,48,4.87,63,6.4,63,6.4,38,3.86,08049
8,50,834,11,1.32,12,1.44,4,0.48,11,1.32,3,0.36,8,0.96,7,0.84,30,3.6,71,8.51,12,1.44,27,3.24,32,3.84,14,1.68,6,0.72,10,1.2,9,1.08,7,0.84,8,0.96,3,0.36,3,0.36,5,0.6,4,0.48,2,0.24,1,0.12,4,0.48,4,0.48,8,0.96,0,0.0,2,0.24,2,0.24,49,5.88,44,5.28,33,3.96,32,3.84,27,3.24,21,2.52,21,2.52,23,2.76,1,0.12,0,0.0,1,0.12,2,0.24,1,0.12,1,0.12,27,3.24,19,2.28,17,2.04,40,4.8,50,6.0,50,6.0,31,3.72,08050
8,51,1020,23,2.25,7,0.69,8,0.78,10,0.98,6,0.59,11,1.08,7,0.69,37,3.63,85,8.33,14,1.37,32,3.14,35,3.43,21,2.06,19,1.86,7,0.69,5,0.49,13,1.27,7,0.69,4,0.39,4,0.39,5,0.49,1,0.1,3,0.29,5,0.49,1,0.1,4,0.39,16,1.57,2,0.2,2,0.2,6,0.59,55,5.39,48,4.71,45,4.41,52,5.1,34,3.33,30,2.94,32,3.14,38,3.73,3,0.29,2,0.2,2,0.2,2,0.2,0,0.0,0,0.0,29,2.84,19,1.86,11,1.08,41,4.02,56,5.49,52,5.1,41,4.02,08051
8,57,796,12,1.51,11,1.38,4,0.5,11,1.38,4,0.5,9,1.13,5,0.63,27,3.39,68,8.54,9,1.13,24,3.02,23,2.89,17,2.14,7,0.88,8,1.01,9,1.13,6,0.75,6,0.75,1,0.13,0,0.0,2,0.25,1,0.13,3,0.38,4,0.5,4,0.5,3,0.38,13,1.63,6,0.75,4,0.5,5,0.63,46,5.78,36,4.52,34,4.27,40,5.03,27,3.39,25,3.14,24,3.02,23,2.89,1,0.13,0,0.0,2,0.25,3,0.38,2,0.25,0,0.0,23,2.89,19,2.39,12,1.51,33,4.15,40,5.03,47,5.9,33,4.15,08057
8,60,772,11,1.42,6,0.78,9,1.17,9,1.17,5,0.65,10,1.3,3,0.39,24,3.11,65,8.42,11,1.42,24,3.11,15,1.94,11,1.42,5,0.65,13,1.68,9,1.17,8,1.04,8,1.04,7,0.91,5,0.65,6,0.78,5,0.65,5,0.65,5,0.65,5,0.65,5,0.65,10,1.3,2,0.26,1,0.13,2,0.26,50,6.48,41,5.31,38,4.92,45,5.83,36,4.66,32,4.15,26,3.37,31,4.02,1,0.13,0,0.0,3,0.39,0,0.0,3,0.39,1,0.13,16,2.07,11,1.42,8,1.04,19,2.46,32,4.15,38,4.92,17,2.2,08060
8,62,1145,10,0.87,6,0.52,1,0.09,6,0.52,3,0.26,3,0.26,3,0.26,24,2.1,84,7.34,7,0.61,30,2.62,26,2.27,10,0.87,8,0.7,18,1.57,16,1.4,16,1.4,11,0.96,10,0.87,6,0.52,11,0.96,11,0.96,5,0.44,1,0.09,0,0.0,0,0.0,18,1.57,0,0.0,3,0.26,2,0.17,72,6.29,61,5.33,53,4.63,72,6.29,48,4.19,39,3.41,38,3.32,41,3.58,2,0.17,0,0.0,3,0.26,0,0.0,1,0.09,3,0.26,42,3.67,31,2.71,34,2.97,71,6.2,76,6.64,51,4.45,42,3.67,08062
8,63,1297,25,1.93,13,1.0,5,0.39,10,0.77,6,0.46,12,0.93,8,0.62,45,3.47,93,7.17,18,1.39,36,2.78,41,3.16,21,1.62,18,1.39,15,1.16,14,1.08,17,1.31,13,1.0,11,0.85,7,0.54,7,0.54,7,0.54,3,0.23,5,0.39,7,0.54,8,0.62,14,1.08,1,0.08,3,0.23,5,0.39,64,4.93,61,4.7,53,4.09,66,5.09,45,3.47,39,3.01,34,2.62,37,2.85,2,0.15,4,0.31,8,0.62,3,0.23,2,0.15,7,0.54,48,3.7,35,2.7,32,2.47,66,5.09,80,6.17,54,4.16,41,3.16,08063
8,65,698,15,2.15,8,1.15,5,0.72,6,0.86,2,0.29,6,0.86,3,0.43,18,2.58,60,8.6,8,1.15,21,3.01,10,1.43,14,2.01,6,0.86,6,0.86,6,0.86,11,1.58,8,1.15,3,0.43,5,0.72,3,0.43,3,0.43,5,0.72,4,0.57,2,0.29,4,0.57,8,1.15,2,0.29,1,0.14,3,0.43,37,5.3,36,5.16,25,3.58,36,5.16,24,3.44,20,2.87,20,2.87,18,2.58,3,0.43,0,0.0,2,0.29,2,0.29,2,0.29,1,0.14,26,3.72,16,2.29,18,2.58,31,4.44,50,7.16,36,5.16,24,3.44,08065
8,66,1100,19,1.73,19,1.73,7,0.64,13,1.18,5,0.45,14,1.27,8,0.73,52,4.73,120,10.91,22,2.0,46,4.18,41,3.73,28,2.55,18,1.64,13,1.18,17,1.55,7,0.64,9,0.82,9,0.82,4,0.36,7,0.64,7,0.64,8,0.73,4,0.36,7,0.64,2,0.18,17,1.55,0,0.0,3,0.27,3,0.27,53,4.82,36,3.27,28,2.55,37,3.36,27,2.45,21,1.91,24,2.18,18,1.64,2,0.18,1,0.09,5,0.45,1,0.09,0,0.0,1,0.09,29,2.64,22,2.0,12,1.09,43,3.91,64,5.82,66,6.0,47,4.27,08066
8,70,1023,17,1.66,14,1.37,6,0.59,13,1.27,5,0.49,13,1.27,7,0.68,35,3.42,106,10.36,12,1.17,30,2.93,27,2.64,23,2.25,12,1.17,11,1.08,14,1.37,12,1.17,12,1.17,6,0.59,9,0.88,11,1.08,8,0.78,4,0.39,8,0.78,3,0.29,3,0.29,28,2.74,0,0.0,7,0.68,2,0.2,53,5.18,37,3.62,31,3.03,34,3.32,32,3.13,23,2.25,23,2.25,24,2.35,3,0.29,2,0.2,4,0.39,2,0.2,0,0.0,7,0.68,22,2.15,16,1.56,11,1.08,26,2.54,64,6.26,84,8.21,42,4.11,08070
9,1,823,9,1.09,9,1.09,4,0.49,5,0.61,2,0.24,8,0.97,7,0.85,37,4.5,80,9.72,9,1.09,23,2.79,26,3.16,23,2.79,11,1.34,6,0.73,4,0.49,6,0.73,8,0.97,3,0.36,2,0.24,3,0.36,0,0.0,0,0.0,0,0.0,1,0.12,1,0.12,10,1.22,1,0.12,1,0.12,1,0.12,47,5.71,41,4.98,38,4.62,42,5.1,29,3.52,25,3.04,22,2.67,25,3.04,3,0.36,2,0.24,3,0.36,1,0.12,1,0.12,2,0.24,24,2.92,14,1.7,11,1.34,19,2.31,55,6.68,58,7.05,42,5.1,09001
9,2,764,12,1.57,6,0.79,5,0.65,8,1.05,2,0.26,4,0.52,2,0.26,35,4.58,75,9.82,8,1.05,20,2.62,17,2.23,29,3.8,18,2.36,14,1.83,9,1.18,5,0.65,6,0.79,5,0.65,5,0.65,8,1.05,2,0.26,4,0.52,6,0.79,4,0.52,4,0.52,7,0.92,2,0.26,1,0.13,4,0.52,33,4.32,30,3.93,23,3.01,28,3.66,25,3.27,20,2.62,17,2.23,17,2.23,1,0.13,4,0.52,5,0.65,1,0.13,1,0.13,0,0.0,18,2.36,21,2.75,11,1.44,21,2.75,39,5.1,62,8.12,45,5.89,09002
9,3,408,4,0.98,4,0.98,3,0.74,2,0.49,1,0.25,2,0.49,7,1.72,13,3.19,31,7.6,4,0.98,10,2.45,7,1.72,23,5.64,5,1.23,10,2.45,9,2.21,5,1.23,0,0.0,1,0.25,2,0.49,1,0.25,4,0.98,1,0.25,2,0.49,0,0.0,1,0.25,10,2.45,0,0.0,1,0.25,1,0.25,14,3.43,11,2.7,3,0.74,7,1.72,5,1.23,2,0.49,5,1.23,4,0.98,2,0.49,0,0.0,3,0.74,0,0.0,0,0.0,1,0.25,13,3.19,9,2.21,9,2.21,10,2.45,23,5.64,60,14.71,30,7.35,09003
9,4,843,10,1.19,7,0.83,2,0.24,8,0.95,2,0.24,8,0.95,4,0.47,27,3.2,83,9.85,8,0.95,20,2.37,34,4.03,16,1.9,12,1.42,7,0.83,7,0.83,6,0.71,1,0.12,4,0.47,1,0.12,2,0.24,2,0.24,4,0.47,2,0.24,1,0.12,0,0.0,6,0.71,0,0.0,1,0.12,4,0.47,33,3.91,23,2.73,12,1.42,20,2.37,13,1.54,9,1.07,12,1.42,13,1.54,0,0.0,0,0.0,0,0.0,1,0.12,1,0.12,4,0.47,51,6.05,41,4.86,36,4.27,44,5.22,71,8.42,87,10.32,53,6.29,09004
9,5,866,16,1.85,11,1.27,8,0.92,11,1.27,2,0.23,10,1.15,4,0.46,29,3.35,94,10.85,6,0.69,21,2.42,31,3.58,19,2.19,12,1.39,10,1.15,6,0.69,8,0.92,10,1.15,5,0.58,3,0.35,5,0.58,1,0.12,1,0.12,4,0.46,1,0.12,5,0.58,12,1.39,1,0.12,1,0.12,8,0.92,41,4.73,35,4.04,31,3.58,33,3.81,25,2.89,20,2.31,20,2.31,18,2.08,0,0.0,1,0.12,4,0.46,1,0.12,0,0.0,3,0.35,24,2.77,19,2.19,13,1.5,27,3.12,51,5.89,70,8.08,56,6.47,09005
9,6,942,10,1.06,5,0.53,6,0.64,7,0.74,4,0.42,9,0.96,9,0.96,29,3.08,89,9.45,15,1.59,25,2.65,38,4.03,13,1.38,11,1.17,17,1.8,6,0.64,8,0.85,8,0.85,6,0.64,2,0.21,6,0.64,2,0.21,1,0.11,2,0.21,0,0.0,3,0.32,8,0.85,0,0.0,0,0.0,4,0.42,55,5.84,36,3.82,30,3.18,38,4.03,27,2.87,22,2.34,26,2.76,19,2.02,0,0.0,0,0.0,2,0.21,1,0.11,0,0.0,2,0.21,32,3.4,33,3.5,23,2.44,37,3.93,55,5.84,64,6.79,63,6.69,09006
9,7,902,17,1.88,11,1.22,6,0.67,12,1.33,1,0.11,7,0.78,3,0.33,45,4.99,111,12.31,14,1.55,32,3.55,31,3.44,23,2.55,9,1.0,12,1.33,10,1.11,12,1.33,5,0.55,2,0.22,3,0.33,7,0.78,3,0.33,5,0.55,7,0.78,2,0.22,3,0.33,17,1.88,1,0.11,2,0.22,5,0.55,44,4.88,23,2.55,16,1.77,28,3.1,14,1.55,13,1.44,12,1.33,14,1.55,3,0.33,2,0.22,3,0.33,0,0.0,3,0.33,2,0.22,23,2.55,19,2.11,10,1.11,20,2.22,61,6.76,69,7.65,44,4.88,09007
9,8,490,10,2.04,5,1.02,3,0.61,8,1.63,2,0.41,2,0.41,5,1.02,15,3.06,61,12.45,10,2.04,20,4.08,20,4.08,16,3.27,7,1.43,6,1.22,4,0.82,3,0.61,3,0.61,0,0.0,2,0.41,1,0.2,1,0.2,2,0.41,3,0.61,2,0.41,1,0.2,6,1.22,0,0.0,0,0.0,2,0.41,19,3.88,22,4.49,16,3.27,23,4.69,15,3.06,12,2.45,12,2.45,17,3.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,2.24,7,1.43,2,0.41,11,2.24,20,4.08,38,7.76,28,5.71,09008
9,9,907,14,1.54,13,1.43,7,0.77,11,1.21,4,0.44,13,1.43,4,0.44,33,3.64,86,9.48,15,1.65,21,2.32,30,3.31,20,2.21,6,0.66,13,1.43,12,1.32,5,0.55,11,1.21,8,0.88,3,0.33,3,0.33,3,0.33,1,0.11,3,0.33,0,0.0,1,0.11,10,1.1,1,0.11,0,0.0,2,0.22,54,5.95,38,4.19,33,3.64,40,4.41,31,3.42,25,2.76,28,3.09,27,2.98,1,0.11,2,0.22,3,0.33,2,0.22,1,0.11,2,0.22,34,3.75,23,2.54,17,1.87,30,3.31,47,5.18,52,5.73,46,5.07,09009
9,10,729,10,1.37,8,1.1,6,0.82,11,1.51,3,0.41,8,1.1,5,0.69,38,5.21,91,12.48,17,2.33,24,3.29,32,4.39,27,3.7,9,1.23,9,1.23,10,1.37,8,1.1,6,0.82,4,0.55,3,0.41,3,0.41,3,0.41,4,0.55,2,0.27,5,0.69,2,0.27,16,2.19,2,0.27,3,0.41,6,0.82,38,5.21,25,3.43,17,2.33,26,3.57,14,1.92,11,1.51,14,1.92,12,1.65,2,0.27,3,0.41,1,0.14,2,0.27,0,0.0,3,0.41,15,2.06,11,1.51,6,0.82,17,2.33,30,4.12,41,5.62,38,5.21,09010
9,11,451,5,1.11,3,0.67,1,0.22,5,1.11,2,0.44,2,0.44,2,0.44,13,2.88,37,8.2,8,1.77,10,2.22,12,2.66,15,3.33,10,2.22,6,1.33,4,0.89,4,0.89,3,0.67,4,0.89,2,0.44,1,0.22,6,1.33,3,0.67,3,0.67,1,0.22,1,0.22,5,1.11,0,0.0,1,0.22,3,0.67,16,3.55,12,2.66,7,1.55,13,2.88,6,1.33,5,1.11,6,1.33,5,1.11,1,0.22,0,0.0,1,0.22,0,0.0,0,0.0,4,0.89,15,3.33,20,4.43,15,3.33,15,3.33,34,7.54,49,10.86,26,5.76,09011
9,12,820,17,2.07,9,1.1,7,0.85,10,1.22,6,0.73,7,0.85,9,1.1,40,4.88,107,13.05,13,1.59,31,3.78,29,3.54,20,2.44,8,0.98,9,1.1,4,0.49,12,1.46,7,0.85,6,0.73,3,0.37,3,0.37,4,0.49,3,0.37,3,0.37,3,0.37,2,0.24,19,2.32,2,0.24,3,0.37,5,0.61,38,4.63,26,3.17,24,2.93,39,4.76,22,2.68,15,1.83,20,2.44,16,1.95,1,0.12,0,0.0,1,0.12,0,0.0,2,0.24,4,0.49,13,1.59,17,2.07,9,1.1,18,2.2,50,6.1,42,5.12,37,4.51,09012
9,13,1389,16,1.15,5,0.36,5,0.36,11,0.79,5,0.36,7,0.5,5,0.36,54,3.89,129,9.29,26,1.87,48,3.46,40,2.88,27,1.94,20,1.44,14,1.01,14,1.01,10,0.72,10,0.72,9,0.65,8,0.58,9,0.65,10,0.72,5,0.36,7,0.5,2,0.14,2,0.14,17,1.22,2,0.14,5,0.36,4,0.29,91,6.55,71,5.11,60,4.32,68,4.9,58,4.18,45,3.24,42,3.02,43,3.1,1,0.07,0,0.0,5,0.36,2,0.14,3,0.22,9,0.65,31,2.23,30,2.16,27,1.94,52,3.74,75,5.4,60,4.32,57,4.1,09013
9,14,1223,21,1.72,13,1.06,10,0.82,9,0.74,5,0.41,12,0.98,6,0.49,65,5.31,133,10.87,23,1.88,42,3.43,45,3.68,27,2.21,14,1.14,10,0.82,11,0.9,13,1.06,12,0.98,4,0.33,4,0.33,7,0.57,9,0.74,4,0.33,3,0.25,2,0.16,3,0.25,14,1.14,2,0.16,3,0.25,2,0.16,77,6.3,55,4.5,45,3.68,67,5.48,37,3.03,33,2.7,27,2.21,37,3.03,4,0.33,1,0.08,2,0.16,1,0.08,1,0.08,6,0.49,25,2.04,13,1.06,9,0.74,35,2.86,62,5.07,68,5.56,52,4.25,09014
9,15,372,5,1.34,1,0.27,2,0.54,2,0.54,1,0.27,2,0.54,1,0.27,10,2.69,28,7.53,0,0.0,8,2.15,9,2.42,4,1.08,6,1.61,5,1.34,3,0.81,3,0.81,1,0.27,1,0.27,2,0.54,2,0.54,2,0.54,4,1.08,3,0.81,2,0.54,2,0.54,7,1.88,4,1.08,4,1.08,3,0.81,26,6.99,14,3.76,12,3.23,13,3.49,14,3.76,9,2.42,12,3.23,13,3.49,4,1.08,2,0.54,3,0.81,1,0.27,0,0.0,2,0.54,9,2.42,8,2.15,5,1.34,9,2.42,21,5.65,26,6.99,15,4.03,09015
9,16,769,8,1.04,5,0.65,2,0.26,5,0.65,1,0.13,6,0.78,3,0.39,20,2.6,87,11.31,8,1.04,18,2.34,19,2.47,17,2.21,6,0.78,9,1.17,3,0.39,8,1.04,4,0.52,2,0.26,2,0.26,5,0.65,6,0.78,1,0.13,2,0.26,1,0.13,2,0.26,10,1.3,1,0.13,0,0.0,1,0.13,25,3.25,25,3.25,19,2.47,25,3.25,23,2.99,19,2.47,20,2.6,18,2.34,1,0.13,1,0.13,1,0.13,0,0.0,0,0.0,0,0.0,38,4.94,26,3.38,20,2.6,31,4.03,60,7.8,73,9.49,45,5.85,09016
9,17,551,12,2.18,4,0.73,5,0.91,7,1.27,2,0.36,5,0.91,3,0.54,16,2.9,61,11.07,9,1.63,13,2.36,12,2.18,14,2.54,7,1.27,6,1.09,5,0.91,3,0.54,10,1.81,4,0.73,3,0.54,1,0.18,2,0.36,7,1.27,3,0.54,2,0.36,2,0.36,10,1.81,2,0.36,2,0.36,2,0.36,31,5.63,23,4.17,20,3.63,29,5.26,18,3.27,17,3.09,17,3.09,17,3.09,0,0.0,0,0.0,1,0.18,0,0.0,1,0.18,1,0.18,5,0.91,9,1.63,4,0.73,10,1.81,32,5.81,51,9.26,19,3.45,09017
9,18,796,12,1.51,10,1.26,6,0.75,12,1.51,4,0.5,7,0.88,4,0.5,42,5.28,86,10.8,13,1.63,24,3.02,36,4.52,23,2.89,12,1.51,9,1.13,8,1.01,8,1.01,7,0.88,6,0.75,3,0.38,4,0.5,3,0.38,3,0.38,0,0.0,0,0.0,1,0.13,9,1.13,0,0.0,3,0.38,4,0.5,40,5.03,25,3.14,23,2.89,28,3.52,20,2.51,23,2.89,14,1.76,18,2.26,1,0.13,0,0.0,0,0.0,0,0.0,1,0.13,1,0.13,24,3.02,11,1.38,7,0.88,17,2.14,49,6.16,77,9.67,32,4.02,09018
9,19,928,12,1.29,3,0.32,3,0.32,6,0.65,6,0.65,5,0.54,9,0.97,37,3.99,105,11.31,12,1.29,29,3.13,38,4.09,29,3.13,10,1.08,14,1.51,13,1.4,10,1.08,3,0.32,3,0.32,4,0.43,6,0.65,6,0.65,5,0.54,5,0.54,2,0.22,3,0.32,14,1.51,5,0.54,1,0.11,3,0.32,35,3.77,27,2.91,15,1.62,25,2.69,18,1.94,15,1.62,16,1.72,12,1.29,4,0.43,3,0.32,2,0.22,1,0.11,3,0.32,1,0.11,38,4.09,30,3.23,29,3.13,32,3.45,66,7.11,59,6.36,69,7.44,09019
9,20,959,15,1.56,4,0.42,1,0.1,12,1.25,3,0.31,10,1.04,7,0.73,34,3.55,99,10.32,17,1.77,34,3.55,34,3.55,30,3.13,10,1.04,9,0.94,9,0.94,13,1.36,9,0.94,8,0.83,7,0.73,6,0.63,4,0.42,3,0.31,5,0.52,1,0.1,5,0.52,14,1.46,2,0.21,3,0.31,4,0.42,63,6.57,42,4.38,38,3.96,42,4.38,32,3.34,25,2.61,25,2.61,25,2.61,1,0.1,1,0.1,3,0.31,1,0.1,0,0.0,2,0.21,11,1.15,14,1.46,14,1.46,23,2.4,51,5.32,61,6.36,42,4.38,09020
9,21,636,12,1.89,6,0.94,4,0.63,7,1.1,4,0.63,6,0.94,6,0.94,15,2.36,67,10.53,6,0.94,11,1.73,10,1.57,12,1.89,6,0.94,12,1.89,10,1.57,9,1.42,10,1.57,6,0.94,8,1.26,7,1.1,8,1.26,6,0.94,7,1.1,2,0.31,0,0.0,9,1.42,1,0.16,3,0.47,4,0.63,37,5.82,31,4.87,23,3.62,26,4.09,22,3.46,17,2.67,18,2.83,16,2.52,2,0.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,2.36,13,2.04,7,1.1,14,2.2,36,5.66,37,5.82,36,5.66,09021
9,22,1070,13,1.21,10,0.93,3,0.28,11,1.03,6,0.56,10,0.93,4,0.37,46,4.3,101,9.44,16,1.5,38,3.55,33,3.08,19,1.78,12,1.12,13,1.21,11,1.03,7,0.65,11,1.03,7,0.65,3,0.28,6,0.56,7,0.65,6,0.56,7,0.65,3,0.28,4,0.37,17,1.59,1,0.09,4,0.37,6,0.56,57,5.33,44,4.11,39,3.64,49,4.58,36,3.36,30,2.8,29,2.71,29,2.71,6,0.56,3,0.28,5,0.47,2,0.19,3,0.28,4,0.37,24,2.24,20,1.87,15,1.4,32,2.99,56,5.23,62,5.79,62,5.79,09022
9,23,768,7,0.91,7,0.91,1,0.13,4,0.52,6,0.78,3,0.39,7,0.91,27,3.52,93,12.11,8,1.04,23,2.99,25,3.26,23,2.99,14,1.82,9,1.17,9,1.17,13,1.69,8,1.04,3,0.39,4,0.52,2,0.26,4,0.52,5,0.65,4,0.52,4,0.52,2,0.26,9,1.17,0,0.0,2,0.26,2,0.26,47,6.12,31,4.04,22,2.86,29,3.78,15,1.95,15,1.95,13,1.69,16,2.08,1,0.13,3,0.39,3,0.39,0,0.0,2,0.26,4,0.52,16,2.08,19,2.47,6,0.78,21,2.73,41,5.34,71,9.24,40,5.21,09023
9,24,381,8,2.1,6,1.57,5,1.31,5,1.31,2,0.52,3,0.79,2,0.52,11,2.89,23,6.04,4,1.05,8,2.1,9,2.36,12,3.15,1,0.26,6,1.57,2,0.52,2,0.52,1,0.26,1,0.26,0,0.0,3,0.79,2,0.52,3,0.79,1,0.26,1,0.26,2,0.52,7,1.84,0,0.0,1,0.26,3,0.79,12,3.15,15,3.94,10,2.62,9,2.36,9,2.36,6,1.57,7,1.84,5,1.31,1,0.26,1,0.26,2,0.52,2,0.52,1,0.26,1,0.26,15,3.94,14,3.67,14,3.67,11,2.89,23,6.04,49,12.86,27,7.09,09024
