ward,precinct,total,Robert J. Baren (Dean),Robert J. Baren (Dean) Percent,Deborah L. Graham (Dean),Deborah L. Graham (Dean) Percent,Thomas E. Simmons (Dean),Thomas E. Simmons (Dean) Percent,Anna Eleanor Roosevelt (Dean),Anna Eleanor Roosevelt (Dean) Percent,Eric Emmett Davis (Dean),Eric Emmett Davis (Dean) Percent,Barbara Burchjolla (Dean),Barbara Burchjolla (Dean) Percent,Vincent R. Williams (Dean),Vincent R. Williams (Dean) Percent,Camille Y. Lilly (Dean),Camille Y. Lilly (Dean) Percent,Richard Breyer (Kucinich),Richard Breyer (Kucinich) Percent,Mary Jean Cravens (Kucinich),Mary Jean Cravens (Kucinich) Percent,Babak Bakhtiari (Kucinich),Babak Bakhtiari (Kucinich) Percent,Leslie Roberts (Kucinich),Leslie Roberts (Kucinich) Percent,Bruce Samuels (Kucinich),Bruce Samuels (Kucinich) Percent,Margo Dumelle (Kucinich),Margo Dumelle (Kucinich) Percent,Mary O'Kiersey (Kucinich),Mary O'Kiersey (Kucinich) Percent,Barbara A. Mullarkey (Kucinich),Barbara A. Mullarkey (Kucinich) Percent,Susan S. Pritzker (Gephardt),Susan S. Pritzker (Gephardt) Percent,Reanetta Hunt (Gephardt),Reanetta Hunt (Gephardt) Percent,Peter A. Fosco (Gephardt),Peter A. Fosco (Gephardt) Percent,Javier Ramirez (Gephardt),Javier Ramirez (Gephardt) Percent,Darlena Williams-Burnett (Edwards),Darlena Williams-Burnett (Edwards) Percent,Larry R. Rogers (Edwards),Larry R. Rogers (Edwards) Percent,Gabriella S. Pehanich (Edwards),Gabriella S. Pehanich (Edwards) Percent,Ajay Niranjan Shah (Edwards),Ajay Niranjan Shah (Edwards) Percent,Mercedes A. Laing (Edwards),Mercedes A. Laing (Edwards) Percent,Frank M. Bass (Edwards),Frank M. Bass (Edwards) Percent,Tania Irene Lopez (Edwards),Tania Irene Lopez (Edwards) Percent,Keith A. Romero (Edwards),Keith A. Romero (Edwards) Percent,Vi Daley (Clark),Vi Daley (Clark) Percent,Thomas Gary (Clark),Thomas Gary (Clark) Percent,Bettylu K. Saltzman (Clark),Bettylu K. Saltzman (Clark) Percent,Ted Tetzlaff (Clark),Ted Tetzlaff (Clark) Percent,Judy Klutznick (Clark),Judy Klutznick (Clark) Percent,Robert C. Howard (Clark),Robert C. Howard (Clark) Percent,Bette Cerf Hill (Clark),Bette Cerf Hill (Clark) Percent,Robert L. Fogel (Clark),Robert L. Fogel (Clark) Percent,Laura Perna (Kerry),Laura Perna (Kerry) Percent,Victor Johnson (Kerry),Victor Johnson (Kerry) Percent,Lisa Ellman (Kerry),Lisa Ellman (Kerry) Percent,Carl Harper (Kerry),Carl Harper (Kerry) Percent,Audra Wilson (Kerry),Audra Wilson (Kerry) Percent,Kimberly Johnson (Kerry),Kimberly Johnson (Kerry) Percent,Mike Keating (Kerry),Mike Keating (Kerry) Percent,Nathaniel Benson (Lieberman),Nathaniel Benson (Lieberman) Percent,Desiree Grode (Lieberman),Desiree Grode (Lieberman) Percent,Alissa Krinsky (Lieberman),Alissa Krinsky (Lieberman) Percent,Daniel Logan (Lieberman),Daniel Logan (Lieberman) Percent,Andrew May (Lieberman),Andrew May (Lieberman) Percent,Miriam Moore-Hunter (Lieberman),Miriam Moore-Hunter (Lieberman) Percent,Barton Moy (Lieberman),Barton Moy (Lieberman) Percent,Betty Wong (Lieberman),Betty Wong (Lieberman) Percent,Christine K. Cook (Braun),Christine K. Cook (Braun) Percent,Michael J. Fitzgerald (Braun),Michael J. Fitzgerald (Braun) Percent,Bobbie L. Steele (Braun),Bobbie L. Steele (Braun) Percent,Calvin Giles (Braun),Calvin Giles (Braun) Percent,Joyce Washington (Braun),Joyce Washington (Braun) Percent,John Troelstrup (Braun),John Troelstrup (Braun) Percent,Mattie Hunter (Braun),Mattie Hunter (Braun) Percent,precinct_id
2,25,406,14,3.45,17,4.19,9,2.22,8,1.97,10,2.46,7,1.72,7,1.72,7,1.72,2,0.49,5,1.23,3,0.74,6,1.48,3,0.74,4,0.99,6,1.48,6,1.48,1,0.25,3,0.74,3,0.74,1,0.25,9,2.22,6,1.48,3,0.74,2,0.49,2,0.49,2,0.49,6,1.48,3,0.74,1,0.25,1,0.25,0,0.0,1,0.25,1,0.25,3,0.74,0,0.0,1,0.25,27,6.65,24,5.91,26,6.4,28,6.9,28,6.9,29,7.14,22,5.42,0,0.0,1,0.25,2,0.49,1,0.25,1,0.25,3,0.74,0,0.0,2,0.49,2,0.49,6,1.48,8,1.97,0,0.0,8,1.97,0,0.0,0,0.0,02025
2,26,1097,24,2.19,22,2.01,19,1.73,25,2.28,17,1.55,20,1.82,20,1.82,17,1.55,9,0.82,11,1.0,8,0.73,7,0.64,7,0.64,7,0.64,7,0.64,12,1.09,8,0.73,5,0.46,3,0.27,4,0.36,20,1.82,14,1.28,5,0.46,7,0.64,10,0.91,6,0.55,8,0.73,6,0.55,5,0.46,5,0.46,3,0.27,4,0.36,9,0.82,14,1.28,2,0.18,3,0.27,74,6.75,77,7.02,75,6.84,75,6.84,74,6.75,83,7.57,70,6.38,7,0.64,5,0.46,5,0.46,4,0.36,5,0.46,7,0.64,4,0.36,9,0.82,12,1.09,5,0.46,17,1.55,6,0.55,20,1.82,5,0.46,15,1.37,02026
2,27,330,11,3.33,10,3.03,10,3.03,8,2.42,8,2.42,4,1.21,10,3.03,6,1.82,2,0.61,2,0.61,2,0.61,0,0.0,2,0.61,2,0.61,5,1.52,2,0.61,2,0.61,0,0.0,3,0.91,0,0.0,7,2.12,9,2.73,4,1.21,5,1.52,2,0.61,2,0.61,0,0.0,3,0.91,3,0.91,2,0.61,0,0.0,0,0.0,10,3.03,6,1.82,6,1.82,2,0.61,10,3.03,13,3.94,13,3.94,13,3.94,12,3.64,14,4.24,10,3.03,3,0.91,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,3,0.91,10,3.03,12,3.64,12,3.64,7,2.12,19,5.76,7,2.12,9,2.73,02027
2,28,345,3,0.87,7,2.03,1,0.29,3,0.87,2,0.58,1,0.29,3,0.87,3,0.87,2,0.58,2,0.58,2,0.58,2,0.58,2,0.58,2,0.58,2,0.58,2,0.58,3,0.87,2,0.58,0,0.0,1,0.29,7,2.03,6,1.74,5,1.45,4,1.16,6,1.74,4,1.16,6,1.74,3,0.87,3,0.87,1,0.29,2,0.58,3,0.87,1,0.29,1,0.29,1,0.29,2,0.58,27,7.83,29,8.41,26,7.54,27,7.83,28,8.12,27,7.83,25,7.25,2,0.58,3,0.87,2,0.58,1,0.29,1,0.29,3,0.87,1,0.29,1,0.29,1,0.29,2,0.58,4,1.16,2,0.58,3,0.87,1,0.29,2,0.58,02028
2,29,427,3,0.7,7,1.64,3,0.7,6,1.41,4,0.94,4,0.94,5,1.17,6,1.41,2,0.47,4,0.94,3,0.7,6,1.41,4,0.94,5,1.17,6,1.41,1,0.23,4,0.94,0,0.0,1,0.23,1,0.23,9,2.11,7,1.64,4,0.94,6,1.41,6,1.41,5,1.17,5,1.17,5,1.17,3,0.7,0,0.0,0,0.0,1,0.23,3,0.7,1,0.23,1,0.23,0,0.0,31,7.26,33,7.73,30,7.03,30,7.03,34,7.96,32,7.49,28,6.56,1,0.23,1,0.23,2,0.47,1,0.23,2,0.47,2,0.47,1,0.23,5,1.17,5,1.17,5,1.17,6,1.41,5,1.17,6,1.41,3,0.7,4,0.94,02029
2,30,268,11,4.1,10,3.73,5,1.87,7,2.61,10,3.73,7,2.61,8,2.99,5,1.87,3,1.12,1,0.37,0,0.0,1,0.37,1,0.37,0,0.0,0,0.0,7,2.61,3,1.12,3,1.12,2,0.75,0,0.0,8,2.99,6,2.24,2,0.75,0,0.0,1,0.37,3,1.12,3,1.12,3,1.12,1,0.37,2,0.75,1,0.37,0,0.0,3,1.12,6,2.24,1,0.37,2,0.75,6,2.24,11,4.1,13,4.85,12,4.48,8,2.99,14,5.22,5,1.87,2,0.75,3,1.12,1,0.37,0,0.0,2,0.75,0,0.0,1,0.37,7,2.61,10,3.73,7,2.61,10,3.73,4,1.49,7,2.61,4,1.49,8,2.99,02030
2,32,214,16,7.48,7,3.27,10,4.67,7,3.27,6,2.8,4,1.87,6,2.8,4,1.87,0,0.0,2,0.93,1,0.47,2,0.93,1,0.47,1,0.47,0,0.0,8,3.74,2,0.93,0,0.0,4,1.87,3,1.4,7,3.27,4,1.87,0,0.0,0,0.0,1,0.47,1,0.47,1,0.47,2,0.93,1,0.47,4,1.87,0,0.0,0,0.0,1,0.47,7,3.27,4,1.87,3,1.4,5,2.34,7,3.27,9,4.21,4,1.87,5,2.34,10,4.67,5,2.34,0,0.0,0,0.0,1,0.47,4,1.87,0,0.0,0,0.0,0,0.0,3,1.4,5,2.34,6,2.8,8,3.74,4,1.87,8,3.74,2,0.93,2,0.93,02032
2,33,443,13,2.93,17,3.84,14,3.16,9,2.03,15,3.39,5,1.13,11,2.48,5,1.13,2,0.45,2,0.45,2,0.45,4,0.9,4,0.9,2,0.45,2,0.45,9,2.03,4,0.9,2,0.45,2,0.45,2,0.45,16,3.61,4,0.9,1,0.23,1,0.23,1,0.23,5,1.13,3,0.68,0,0.0,3,0.68,1,0.23,0,0.0,1,0.23,1,0.23,7,1.58,1,0.23,2,0.45,23,5.19,25,5.64,30,6.77,29,6.55,23,5.19,30,6.77,21,4.74,2,0.45,1,0.23,1,0.23,0,0.0,0,0.0,2,0.45,0,0.0,3,0.68,9,2.03,10,2.26,15,3.39,8,1.81,8,1.81,2,0.45,7,1.58,02033
2,34,467,21,4.5,14,3.0,11,2.36,11,2.36,12,2.57,5,1.07,7,1.5,5,1.07,4,0.86,3,0.64,1,0.21,3,0.64,0,0.0,1,0.21,3,0.64,8,1.71,5,1.07,5,1.07,5,1.07,5,1.07,15,3.21,10,2.14,2,0.43,4,0.86,2,0.43,4,0.86,3,0.64,3,0.64,5,1.07,3,0.64,0,0.0,0,0.0,12,2.57,12,2.57,6,1.28,5,1.07,13,2.78,22,4.71,17,3.64,14,3.0,14,3.0,21,4.5,13,2.78,2,0.43,3,0.64,0,0.0,1,0.21,1,0.21,4,0.86,0,0.0,6,1.28,6,1.28,12,2.57,42,8.99,7,1.5,24,5.14,7,1.5,6,1.28,02034
2,35,252,7,2.78,9,3.57,4,1.59,8,3.17,4,1.59,4,1.59,3,1.19,2,0.79,7,2.78,8,3.17,7,2.78,7,2.78,6,2.38,7,2.78,6,2.38,5,1.98,0,0.0,0,0.0,0,0.0,1,0.4,3,1.19,1,0.4,2,0.79,1,0.4,2,0.79,1,0.4,1,0.4,2,0.79,1,0.4,1,0.4,0,0.0,1,0.4,0,0.0,2,0.79,3,1.19,0,0.0,14,5.56,14,5.56,13,5.16,13,5.16,14,5.56,12,4.76,13,5.16,0,0.0,0,0.0,2,0.79,0,0.0,1,0.4,1,0.4,1,0.4,1,0.4,6,2.38,3,1.19,6,2.38,3,1.19,2,0.79,3,1.19,2,0.79,02035
2,36,185,10,5.41,10,5.41,6,3.24,12,6.49,4,2.16,2,1.08,3,1.62,1,0.54,2,1.08,1,0.54,0,0.0,2,1.08,1,0.54,0,0.0,2,1.08,5,2.7,6,3.24,3,1.62,2,1.08,0,0.0,8,4.32,4,2.16,2,1.08,0,0.0,0,0.0,1,0.54,0,0.0,1,0.54,3,1.62,1,0.54,0,0.0,0,0.0,4,2.16,12,6.49,3,1.62,2,1.08,3,1.62,8,4.32,3,1.62,2,1.08,2,1.08,5,2.7,2,1.08,0,0.0,1,0.54,1,0.54,2,1.08,1,0.54,0,0.0,0,0.0,2,1.08,5,2.7,3,1.62,11,5.95,1,0.54,9,4.86,3,1.62,4,2.16,02036
2,37,1127,13,1.15,18,1.6,10,0.89,15,1.33,13,1.15,11,0.98,15,1.33,17,1.51,6,0.53,9,0.8,7,0.62,8,0.71,8,0.71,9,0.8,8,0.71,2,0.18,9,0.8,5,0.44,2,0.18,6,0.53,13,1.15,11,0.98,9,0.8,8,0.71,6,0.53,5,0.44,8,0.71,3,0.27,6,0.53,2,0.18,3,0.27,7,0.62,4,0.35,5,0.44,4,0.35,4,0.35,98,8.7,96,8.52,102,9.05,97,8.61,98,8.7,98,8.7,90,7.99,4,0.35,3,0.27,7,0.62,4,0.35,4,0.35,4,0.35,6,0.53,6,0.53,3,0.27,2,0.18,7,0.62,5,0.44,5,0.44,2,0.18,4,0.35,02037
2,38,667,23,3.45,28,4.2,21,3.15,20,3.0,16,2.4,13,1.95,14,2.1,18,2.7,4,0.6,6,0.9,7,1.05,7,1.05,5,0.75,2,0.3,7,1.05,12,1.8,5,0.75,2,0.3,3,0.45,6,0.9,19,2.85,20,3.0,3,0.45,4,0.6,4,0.6,4,0.6,9,1.35,2,0.3,2,0.3,5,0.75,1,0.15,1,0.15,6,0.9,11,1.65,6,0.9,1,0.15,22,3.3,31,4.65,29,4.35,21,3.15,24,3.6,32,4.8,17,2.55,4,0.6,2,0.3,1,0.15,3,0.45,0,0.0,5,0.75,0,0.0,11,1.65,14,2.1,18,2.7,28,4.2,11,1.65,24,3.6,11,1.65,17,2.55,02038
2,39,546,14,2.56,18,3.3,11,2.01,17,3.11,13,2.38,9,1.65,9,1.65,10,1.83,7,1.28,5,0.92,7,1.28,7,1.28,4,0.73,4,0.73,6,1.1,9,1.65,5,0.92,3,0.55,4,0.73,8,1.47,9,1.65,12,2.2,3,0.55,5,0.92,2,0.37,2,0.37,5,0.92,5,0.92,4,0.73,3,0.55,0,0.0,0,0.0,2,0.37,8,1.47,1,0.18,4,0.73,34,6.23,30,5.49,30,5.49,30,5.49,27,4.95,34,6.23,25,4.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.55,0,0.0,13,2.38,8,1.47,12,2.2,12,2.2,7,1.28,8,1.47,7,1.28,7,1.28,02039
2,40,1030,23,2.23,28,2.72,17,1.65,32,3.11,20,1.94,18,1.75,16,1.55,18,1.75,8,0.78,14,1.36,10,0.97,14,1.36,8,0.78,8,0.78,10,0.97,14,1.36,13,1.26,7,0.68,3,0.29,5,0.49,18,1.75,19,1.84,9,0.87,8,0.78,7,0.68,7,0.68,6,0.58,4,0.39,8,0.78,9,0.87,6,0.58,4,0.39,9,0.87,10,0.97,2,0.19,5,0.49,55,5.34,60,5.83,56,5.44,59,5.73,58,5.63,68,6.6,53,5.15,3,0.29,3,0.29,3,0.29,5,0.49,1,0.1,4,0.39,3,0.29,11,1.07,20,1.94,17,1.65,20,1.94,11,1.07,26,2.52,11,1.07,13,1.26,02040
2,41,491,15,3.05,16,3.26,9,1.83,17,3.46,6,1.22,8,1.63,9,1.83,9,1.83,1,0.2,1,0.2,3,0.61,5,1.02,4,0.81,1,0.2,0,0.0,5,1.02,3,0.61,2,0.41,1,0.2,3,0.61,15,3.05,6,1.22,8,1.63,2,0.41,2,0.41,0,0.0,3,0.61,1,0.2,3,0.61,6,1.22,3,0.61,1,0.2,0,0.0,7,1.43,6,1.22,5,1.02,23,4.68,25,5.09,26,5.3,28,5.7,27,5.5,26,5.3,20,4.07,3,0.61,3,0.61,1,0.2,1,0.2,2,0.41,2,0.41,4,0.81,4,0.81,12,2.44,12,2.44,21,4.28,8,1.63,21,4.28,8,1.63,6,1.22,02041
2,42,235,11,4.68,7,2.98,4,1.7,5,2.13,4,1.7,6,2.55,4,1.7,5,2.13,3,1.28,2,0.85,1,0.43,1,0.43,2,0.85,1,0.43,1,0.43,4,1.7,0,0.0,0,0.0,1,0.43,0,0.0,5,2.13,4,1.7,2,0.85,4,1.7,2,0.85,3,1.28,4,1.7,2,0.85,0,0.0,0,0.0,0,0.0,0,0.0,2,0.85,3,1.28,0,0.0,0,0.0,15,6.38,15,6.38,18,7.66,16,6.81,14,5.96,14,5.96,13,5.53,0,0.0,0,0.0,1,0.43,0,0.0,0,0.0,1,0.43,0,0.0,1,0.43,4,1.7,3,1.28,6,2.55,1,0.43,4,1.7,1,0.43,3,1.28,02042
2,43,1083,22,2.03,25,2.31,16,1.48,21,1.94,20,1.85,11,1.02,13,1.2,11,1.02,10,0.92,11,1.02,9,0.83,9,0.83,8,0.74,9,0.83,12,1.11,8,0.74,6,0.55,4,0.37,2,0.18,3,0.28,18,1.66,17,1.57,14,1.29,14,1.29,11,1.02,15,1.39,17,1.57,11,1.02,10,0.92,1,0.09,3,0.28,1,0.09,2,0.18,4,0.37,3,0.28,1,0.09,80,7.39,80,7.39,85,7.85,78,7.2,78,7.2,76,7.02,76,7.02,3,0.28,4,0.37,3,0.28,3,0.28,4,0.37,3,0.28,4,0.37,5,0.46,8,0.74,8,0.74,15,1.39,6,0.55,10,0.92,4,0.37,10,0.92,02043
2,45,482,13,2.7,9,1.87,6,1.24,7,1.45,12,2.49,5,1.04,5,1.04,6,1.24,2,0.41,3,0.62,1,0.21,1,0.21,3,0.62,2,0.41,0,0.0,3,0.62,8,1.66,1,0.21,0,0.0,4,0.83,14,2.9,16,3.32,5,1.04,7,1.45,9,1.87,6,1.24,8,1.66,7,1.45,2,0.41,4,0.83,1,0.21,1,0.21,2,0.41,8,1.66,2,0.41,3,0.62,25,5.19,27,5.6,23,4.77,26,5.39,21,4.36,30,6.22,21,4.36,3,0.62,1,0.21,3,0.62,2,0.41,2,0.41,0,0.0,1,0.21,5,1.04,10,2.07,11,2.28,19,3.94,9,1.87,18,3.73,6,1.24,11,2.28,02045
2,47,511,19,3.72,35,6.85,15,2.94,11,2.15,9,1.76,5,0.98,7,1.37,7,1.37,2,0.39,2,0.39,2,0.39,3,0.59,2,0.39,2,0.39,2,0.39,6,1.17,4,0.78,8,1.57,1,0.2,5,0.98,17,3.33,19,3.72,8,1.57,3,0.59,5,0.98,4,0.78,3,0.59,4,0.78,3,0.59,7,1.37,2,0.39,1,0.2,6,1.17,12,2.35,6,1.17,4,0.78,16,3.13,23,4.5,21,4.11,22,4.31,20,3.91,32,6.26,18,3.52,2,0.39,0,0.0,1,0.2,1,0.2,1,0.2,3,0.59,1,0.2,3,0.59,9,1.76,10,1.96,19,3.72,7,1.37,20,3.91,6,1.17,7,1.37,02047
2,48,361,12,3.32,16,4.43,11,3.05,11,3.05,12,3.32,7,1.94,11,3.05,9,2.49,1,0.28,2,0.55,0,0.0,4,1.11,2,0.55,3,0.83,5,1.39,4,1.11,2,0.55,1,0.28,1,0.28,1,0.28,9,2.49,18,4.99,1,0.28,2,0.55,1,0.28,3,0.83,1,0.28,0,0.0,0,0.0,1,0.28,1,0.28,0,0.0,3,0.83,4,1.11,3,0.83,3,0.83,16,4.43,18,4.99,16,4.43,17,4.71,18,4.99,22,6.09,15,4.16,0,0.0,1,0.28,0,0.0,0,0.0,0,0.0,2,0.55,3,0.83,5,1.39,4,1.11,7,1.94,11,3.05,5,1.39,9,2.49,3,0.83,5,1.39,02048
2,49,938,21,2.24,24,2.56,16,1.71,28,2.99,14,1.49,17,1.81,13,1.39,17,1.81,12,1.28,14,1.49,13,1.39,10,1.07,12,1.28,9,0.96,8,0.85,7,0.75,2,0.21,5,0.53,2,0.21,2,0.21,12,1.28,9,0.96,7,0.75,7,0.75,12,1.28,6,0.64,8,0.85,5,0.53,3,0.32,2,0.21,6,0.64,3,0.32,2,0.21,2,0.21,2,0.21,0,0.0,68,7.25,68,7.25,73,7.78,66,7.04,72,7.68,71,7.57,65,6.93,4,0.43,3,0.32,4,0.43,4,0.43,3,0.32,4,0.43,5,0.53,6,0.64,3,0.32,5,0.53,6,0.64,1,0.11,4,0.43,2,0.21,5,0.53,02049
2,50,482,16,3.32,12,2.49,9,1.87,14,2.9,9,1.87,10,2.07,6,1.24,4,0.83,5,1.04,6,1.24,7,1.45,10,2.07,7,1.45,3,0.62,4,0.83,2,0.41,4,0.83,1,0.21,2,0.41,6,1.24,6,1.24,8,1.66,3,0.62,6,1.24,4,0.83,3,0.62,13,2.7,7,1.45,0,0.0,3,0.62,1,0.21,0,0.0,1,0.21,6,1.24,1,0.21,1,0.21,31,6.43,28,5.81,35,7.26,29,6.02,29,6.02,31,6.43,26,5.39,0,0.0,1,0.21,1,0.21,2,0.41,0,0.0,1,0.21,0,0.0,5,1.04,4,0.83,8,1.66,7,1.45,4,0.83,5,1.04,2,0.41,4,0.83,02050
2,51,489,21,4.29,20,4.09,9,1.84,13,2.66,17,3.48,9,1.84,10,2.04,10,2.04,3,0.61,1,0.2,2,0.41,4,0.82,0,0.0,1,0.2,2,0.41,6,1.23,7,1.43,3,0.61,2,0.41,2,0.41,20,4.09,15,3.07,4,0.82,3,0.61,7,1.43,6,1.23,7,1.43,5,1.02,1,0.2,2,0.41,1,0.2,3,0.61,7,1.43,6,1.23,1,0.2,1,0.2,22,4.5,24,4.91,21,4.29,19,3.89,21,4.29,26,5.32,13,2.66,3,0.61,3,0.61,1,0.2,1,0.2,3,0.61,3,0.61,1,0.2,4,0.82,7,1.43,4,0.82,25,5.11,6,1.23,15,3.07,5,1.02,12,2.45,02051
2,52,533,23,4.32,31,5.82,20,3.75,26,4.88,27,5.07,14,2.63,16,3.0,16,3.0,3,0.56,3,0.56,4,0.75,3,0.56,5,0.94,2,0.38,5,0.94,5,0.94,4,0.75,4,0.75,1,0.19,3,0.56,19,3.56,18,3.38,3,0.56,2,0.38,4,0.75,5,0.94,6,1.13,1,0.19,3,0.56,2,0.38,3,0.56,3,0.56,7,1.31,9,1.69,5,0.94,5,0.94,8,1.5,11,2.06,10,1.88,12,2.25,12,2.25,21,3.94,8,1.5,0,0.0,2,0.38,0,0.0,1,0.19,1,0.19,5,0.94,1,0.19,8,1.5,8,1.5,17,3.19,21,3.94,12,2.25,31,5.82,10,1.88,16,3.0,02052
2,53,219,6,2.74,15,6.85,5,2.28,6,2.74,4,1.83,5,2.28,1,0.46,4,1.83,1,0.46,1,0.46,0,0.0,3,1.37,3,1.37,2,0.91,3,1.37,4,1.83,5,2.28,3,1.37,1,0.46,1,0.46,5,2.28,10,4.57,1,0.46,2,0.91,0,0.0,0,0.0,2,0.91,0,0.0,1,0.46,5,2.28,3,1.37,1,0.46,1,0.46,7,3.2,1,0.46,5,2.28,11,5.02,6,2.74,6,2.74,7,3.2,9,4.11,6,2.74,4,1.83,2,0.91,0,0.0,1,0.46,1,0.46,0,0.0,1,0.46,0,0.0,3,1.37,5,2.28,8,3.65,8,3.65,6,2.74,6,2.74,2,0.91,2,0.91,02053
2,54,1317,18,1.37,20,1.52,14,1.06,24,1.82,13,0.99,20,1.52,13,0.99,19,1.44,22,1.67,24,1.82,22,1.67,23,1.75,18,1.37,17,1.29,20,1.52,10,0.76,5,0.38,2,0.15,2,0.15,3,0.23,12,0.91,12,0.91,11,0.84,11,0.84,12,0.91,9,0.68,11,0.84,10,0.76,5,0.38,2,0.15,4,0.3,3,0.23,2,0.15,1,0.08,3,0.23,0,0.0,106,8.05,107,8.12,111,8.43,104,7.9,106,8.05,111,8.43,96,7.29,4,0.3,3,0.23,2,0.15,1,0.08,2,0.15,1,0.08,1,0.08,6,0.46,5,0.38,7,0.53,8,0.61,3,0.23,7,0.53,3,0.23,8,0.61,02054
2,55,235,3,1.28,5,2.13,4,1.7,5,2.13,3,1.28,4,1.7,3,1.28,4,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.43,1,0.43,1,0.43,2,0.85,0,0.0,2,0.85,0,0.0,1,0.43,1,0.43,1,0.43,0,0.0,2,0.85,1,0.43,1,0.43,2,0.85,2,0.85,1,0.43,1,0.43,2,0.85,19,8.09,21,8.94,21,8.94,21,8.94,22,9.36,24,10.21,20,8.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.85,2,0.85,1,0.43,2,0.85,4,1.7,1,0.43,3,1.28,02055
2,56,648,21,3.24,27,4.17,23,3.55,22,3.4,21,3.24,15,2.31,19,2.93,20,3.09,7,1.08,9,1.39,6,0.93,7,1.08,6,0.93,6,0.93,9,1.39,8,1.23,5,0.77,0,0.0,3,0.46,4,0.62,13,2.01,6,0.93,2,0.31,5,0.77,5,0.77,1,0.15,2,0.31,0,0.0,3,0.46,2,0.31,1,0.15,0,0.0,4,0.62,6,0.93,4,0.62,2,0.31,30,4.63,39,6.02,32,4.94,32,4.94,32,4.94,42,6.48,26,4.01,0,0.0,1,0.15,0,0.0,2,0.31,0,0.0,2,0.31,1,0.15,2,0.31,10,1.54,9,1.39,13,2.01,11,1.7,26,4.01,5,0.77,8,1.23,02056
2,57,321,24,7.48,14,4.36,13,4.05,15,4.67,15,4.67,12,3.74,16,4.98,13,4.05,2,0.62,1,0.31,2,0.62,2,0.62,1,0.31,4,1.25,1,0.31,6,1.87,4,1.25,3,0.93,1,0.31,3,0.93,10,3.12,8,2.49,2,0.62,0,0.0,1,0.31,1,0.31,1,0.31,1,0.31,1,0.31,6,1.87,1,0.31,0,0.0,1,0.31,9,2.8,1,0.31,3,0.93,15,4.67,7,2.18,6,1.87,10,3.12,10,3.12,11,3.43,8,2.49,0,0.0,3,0.93,1,0.31,0,0.0,0,0.0,2,0.62,2,0.62,6,1.87,4,1.25,3,0.93,3,0.93,2,0.62,12,3.74,5,1.56,4,1.25,02057
2,58,362,9,2.49,8,2.21,7,1.93,11,3.04,9,2.49,5,1.38,6,1.66,6,1.66,4,1.1,6,1.66,5,1.38,4,1.1,4,1.1,4,1.1,5,1.38,6,1.66,6,1.66,2,0.55,0,0.0,1,0.28,9,2.49,12,3.31,3,0.83,4,1.1,4,1.1,2,0.55,5,1.38,3,0.83,3,0.83,2,0.55,1,0.28,1,0.28,1,0.28,1,0.28,2,0.55,1,0.28,22,6.08,25,6.91,24,6.63,22,6.08,22,6.08,18,4.97,18,4.97,0,0.0,0,0.0,0,0.0,0,0.0,1,0.28,2,0.55,0,0.0,0,0.0,3,0.83,3,0.83,5,1.38,3,0.83,5,1.38,2,0.55,4,1.1,02058
2,59,1218,19,1.56,21,1.72,16,1.31,23,1.89,17,1.4,17,1.4,17,1.4,16,1.31,13,1.07,12,0.99,12,0.99,10,0.82,11,0.9,11,0.9,14,1.15,9,0.74,8,0.66,3,0.25,0,0.0,3,0.25,14,1.15,16,1.31,11,0.9,13,1.07,14,1.15,9,0.74,12,0.99,10,0.82,5,0.41,3,0.25,5,0.41,4,0.33,4,0.33,5,0.41,8,0.66,3,0.25,97,7.96,97,7.96,100,8.21,97,7.96,100,8.21,95,7.8,89,7.31,6,0.49,3,0.25,3,0.25,3,0.25,4,0.33,4,0.33,3,0.25,6,0.49,4,0.33,2,0.16,10,0.82,5,0.41,2,0.16,0,0.0,7,0.57,02059
3,1,421,16,3.8,13,3.09,12,2.85,5,1.19,10,2.38,3,0.71,8,1.9,5,1.19,2,0.48,4,0.95,1,0.24,6,1.43,2,0.48,1,0.24,3,0.71,6,1.43,7,1.66,4,0.95,0,0.0,1,0.24,13,3.09,10,2.38,2,0.48,1,0.24,1,0.24,5,1.19,5,1.19,0,0.0,3,0.71,5,1.19,0,0.0,0,0.0,0,0.0,17,4.04,1,0.24,0,0.0,15,3.56,23,5.46,19,4.51,21,4.99,20,4.75,22,5.23,17,4.04,1,0.24,2,0.48,1,0.24,1,0.24,1,0.24,2,0.48,0,0.0,7,1.66,11,2.61,11,2.61,15,3.56,7,1.66,25,5.94,6,1.43,6,1.43,03001
