ward,precinct,total,Brandon Johnson (Elizabeth Warren),Brandon Johnson (Elizabeth Warren) Percent,Jamie Brown (Elizabeth Warren),Jamie Brown (Elizabeth Warren) Percent,Frederick ''Fritz'' Kaegi (Elizabeth W,Frederick ''Fritz'' Kaegi (Elizabeth W Percent,Mony Ruiz Velasco (Elizabeth Warren),Mony Ruiz Velasco (Elizabeth Warren) Percent,Marlon D. Harris (Elizabeth Warren),Marlon D. Harris (Elizabeth Warren) Percent,Harlene Ellin (Elizabeth Warren),Harlene Ellin (Elizabeth Warren) Percent,Mihir Garud (Elizabeth Warren),Mihir Garud (Elizabeth Warren) Percent,Benetta Mansfield (Elizabeth Warren),Benetta Mansfield (Elizabeth Warren) Percent,Mary Ann Abbott (Andrew Yang),Mary Ann Abbott (Andrew Yang) Percent,Elizabeth Henricks (Andrew Yang),Elizabeth Henricks (Andrew Yang) Percent,Steven Dyme (Andrew Yang),Steven Dyme (Andrew Yang) Percent,Yvonne O'Connor (Andrew Yang),Yvonne O'Connor (Andrew Yang) Percent,Peter Wojda IV (Andrew Yang),Peter Wojda IV (Andrew Yang) Percent,Rudyard ''Rudy'' Urian (Andrew Yang),Rudyard ''Rudy'' Urian (Andrew Yang) Percent,Marty Castro (Pete Buttigieg),Marty Castro (Pete Buttigieg) Percent,Eric Davis (Pete Buttigieg),Eric Davis (Pete Buttigieg) Percent,Thomas Gary (Pete Buttigieg),Thomas Gary (Pete Buttigieg) Percent,Marla Izbicky (Pete Buttigieg),Marla Izbicky (Pete Buttigieg) Percent,Amalia Mahoney (Pete Buttigieg),Amalia Mahoney (Pete Buttigieg) Percent,Cristal Thomas Gary (Pete Buttigieg),Cristal Thomas Gary (Pete Buttigieg) Percent,Claudia Moreno-Nunez (Bernie Sanders),Claudia Moreno-Nunez (Bernie Sanders) Percent,Julie Lehrman (Bernie Sanders),Julie Lehrman (Bernie Sanders) Percent,Martese Luzette Chism (Bernie Sanders),Martese Luzette Chism (Bernie Sanders) Percent,Ojus Khanolkar (Bernie Sanders),Ojus Khanolkar (Bernie Sanders) Percent,Dominique Coronel (Bernie Sanders),Dominique Coronel (Bernie Sanders) Percent,Miguel Bautista (Bernie Sanders),Miguel Bautista (Bernie Sanders) Percent,Ronald Lawless (Bernie Sanders),Ronald Lawless (Bernie Sanders) Percent,Tim Thomas (Bernie Sanders),Tim Thomas (Bernie Sanders) Percent,Barton Moy (Amy J. Klobuchar),Barton Moy (Amy J. Klobuchar) Percent,Gail M. Silver (Amy J. Klobuchar),Gail M. Silver (Amy J. Klobuchar) Percent,Joan L. Long (Amy J. Klobuchar),Joan L. Long (Amy J. Klobuchar) Percent,Addison Woodward (Amy J. Klobuchar),Addison Woodward (Amy J. Klobuchar) Percent,Ann Henstrand (Amy J. Klobuchar),Ann Henstrand (Amy J. Klobuchar) Percent,Jennifer Vincent (Amy J. Klobuchar),Jennifer Vincent (Amy J. Klobuchar) Percent,Markayle Tolliver (Amy J. Klobuchar),Markayle Tolliver (Amy J. Klobuchar) Percent,Thomas A. (Tom) Ciavarella (Amy J. Klo,Thomas A. (Tom) Ciavarella (Amy J. Klo Percent,precinct_id
24,22,1298,23,1.77,25,1.93,15,1.16,13,1.0,18,1.39,16,1.23,8,0.62,17,1.31,11,0.85,9,0.69,6,0.46,3,0.23,3,0.23,1,0.08,2,0.15,6,0.46,0,0.0,1,0.08,4,0.31,3,0.23,44,3.39,46,3.54,39,3.0,36,2.77,51,3.93,39,3.0,33,2.54,34,2.62,3,0.23,5,0.39,3,0.23,1,0.08,7,0.54,6,0.46,3,0.23,4,0.31,24022
24,23,826,22,2.66,8,0.97,8,0.97,6,0.73,10,1.21,10,1.21,9,1.09,5,0.61,12,1.45,9,1.09,7,0.85,4,0.48,2,0.24,2,0.24,3,0.36,4,0.48,1,0.12,0,0.0,4,0.48,2,0.24,33,4.0,33,4.0,31,3.75,31,3.75,40,4.84,30,3.63,32,3.87,23,2.78,0,0.0,1,0.12,3,0.36,1,0.12,0,0.0,4,0.48,3,0.36,2,0.24,24023
24,24,1188,22,1.85,25,2.1,13,1.09,7,0.59,16,1.35,8,0.67,7,0.59,7,0.59,12,1.01,7,0.59,6,0.51,5,0.42,6,0.51,1,0.08,2,0.17,3,0.25,6,0.51,6,0.51,2,0.17,7,0.59,40,3.37,33,2.78,35,2.95,27,2.27,41,3.45,40,3.37,35,2.95,32,2.69,2,0.17,3,0.25,2,0.17,0,0.0,2,0.17,2,0.17,1,0.08,3,0.25,24024
24,25,806,18,2.23,15,1.86,14,1.74,5,0.62,14,1.74,9,1.12,8,0.99,12,1.49,7,0.87,5,0.62,7,0.87,6,0.74,2,0.25,6,0.74,3,0.37,2,0.25,4,0.5,4,0.5,0,0.0,3,0.37,34,4.22,41,5.09,35,4.34,31,3.85,31,3.85,35,4.34,30,3.72,32,3.97,1,0.12,1,0.12,1,0.12,2,0.25,0,0.0,2,0.25,3,0.37,2,0.25,24025
24,26,1736,31,1.79,24,1.38,11,0.63,7,0.4,18,1.04,12,0.69,7,0.4,12,0.69,15,0.86,10,0.58,3,0.17,11,0.63,4,0.23,5,0.29,3,0.17,8,0.46,2,0.12,5,0.29,1,0.06,5,0.29,56,3.23,49,2.82,46,2.65,41,2.36,55,3.17,44,2.53,43,2.48,41,2.36,4,0.23,3,0.17,2,0.12,2,0.12,1,0.06,4,0.23,3,0.17,5,0.29,24026
24,27,1057,15,1.42,12,1.14,10,0.95,5,0.47,11,1.04,7,0.66,7,0.66,4,0.38,5,0.47,2,0.19,5,0.47,5,0.47,0,0.0,1,0.09,1,0.09,3,0.28,1,0.09,1,0.09,0,0.0,1,0.09,28,2.65,33,3.12,30,2.84,25,2.37,35,3.31,23,2.18,21,1.99,22,2.08,0,0.0,0,0.0,2,0.19,0,0.0,2,0.19,0,0.0,2,0.19,2,0.19,24027
24,28,887,18,2.03,14,1.58,11,1.24,11,1.24,5,0.56,10,1.13,2,0.23,10,1.13,6,0.68,8,0.9,3,0.34,2,0.23,5,0.56,5,0.56,2,0.23,4,0.45,5,0.56,2,0.23,4,0.45,5,0.56,35,3.95,24,2.71,19,2.14,18,2.03,26,2.93,25,2.82,19,2.14,25,2.82,0,0.0,2,0.23,0,0.0,2,0.23,1,0.11,6,0.68,4,0.45,3,0.34,24028
24,29,887,26,2.93,12,1.35,8,0.9,6,0.68,13,1.47,8,0.9,4,0.45,8,0.9,3,0.34,4,0.45,3,0.34,6,0.68,1,0.11,1,0.11,3,0.34,8,0.9,3,0.34,2,0.23,1,0.11,2,0.23,29,3.27,18,2.03,18,2.03,18,2.03,24,2.71,23,2.59,19,2.14,20,2.25,2,0.23,1,0.11,0,0.0,0,0.0,0,0.0,3,0.34,1,0.11,3,0.34,24029
24,30,673,15,2.23,9,1.34,10,1.49,5,0.74,10,1.49,7,1.04,4,0.59,3,0.45,7,1.04,3,0.45,3,0.45,3,0.45,2,0.3,4,0.59,0,0.0,6,0.89,0,0.0,2,0.3,1,0.15,1,0.15,22,3.27,23,3.42,25,3.71,25,3.71,25,3.71,24,3.57,22,3.27,22,3.27,5,0.74,2,0.3,2,0.3,2,0.3,1,0.15,1,0.15,1,0.15,3,0.45,24030
24,31,1145,27,2.36,17,1.48,7,0.61,8,0.7,17,1.48,8,0.7,5,0.44,11,0.96,7,0.61,6,0.52,3,0.26,8,0.7,2,0.17,1,0.09,6,0.52,7,0.61,4,0.35,3,0.26,2,0.17,7,0.61,29,2.53,27,2.36,25,2.18,29,2.53,31,2.71,29,2.53,28,2.45,25,2.18,3,0.26,3,0.26,2,0.17,1,0.09,1,0.09,2,0.17,3,0.26,2,0.17,24031
24,32,620,16,2.58,7,1.13,7,1.13,4,0.65,7,1.13,8,1.29,4,0.65,6,0.97,5,0.81,5,0.81,4,0.65,5,0.81,3,0.48,2,0.32,3,0.48,6,0.97,1,0.16,3,0.48,5,0.81,3,0.48,14,2.26,11,1.77,11,1.77,7,1.13,10,1.61,7,1.13,11,1.77,9,1.45,3,0.48,0,0.0,3,0.48,1,0.16,1,0.16,2,0.32,1,0.16,0,0.0,24032
24,33,736,17,2.31,8,1.09,7,0.95,4,0.54,15,2.04,8,1.09,6,0.82,5,0.68,5,0.68,6,0.82,0,0.0,3,0.41,2,0.27,3,0.41,2,0.27,3,0.41,3,0.41,0,0.0,3,0.41,1,0.14,24,3.26,22,2.99,20,2.72,20,2.72,26,3.53,21,2.85,22,2.99,21,2.85,1,0.14,4,0.54,2,0.27,0,0.0,0,0.0,0,0.0,2,0.27,2,0.27,24033
24,34,1086,30,2.76,23,2.12,11,1.01,7,0.64,16,1.47,7,0.64,5,0.46,11,1.01,9,0.83,10,0.92,4,0.37,8,0.74,4,0.37,3,0.28,7,0.64,8,0.74,9,0.83,4,0.37,6,0.55,6,0.55,38,3.5,35,3.22,27,2.49,24,2.21,35,3.22,31,2.85,35,3.22,30,2.76,3,0.28,4,0.37,3,0.28,4,0.37,4,0.37,7,0.64,4,0.37,6,0.55,24034
24,35,962,18,1.87,15,1.56,11,1.14,7,0.73,13,1.35,7,0.73,4,0.42,10,1.04,8,0.83,8,0.83,6,0.62,6,0.62,4,0.42,3,0.31,6,0.62,6,0.62,5,0.52,1,0.1,0,0.0,0,0.0,36,3.74,35,3.64,33,3.43,24,2.49,30,3.12,28,2.91,30,3.12,28,2.91,1,0.1,2,0.21,0,0.0,2,0.21,1,0.1,3,0.31,1,0.1,2,0.21,24035
24,36,1341,20,1.49,21,1.57,2,0.15,4,0.3,11,0.82,8,0.6,3,0.22,5,0.37,5,0.37,7,0.52,5,0.37,4,0.3,3,0.22,5,0.37,8,0.6,4,0.3,5,0.37,0,0.0,2,0.15,7,0.52,56,4.18,46,3.43,51,3.8,43,3.21,51,3.8,48,3.58,46,3.43,46,3.43,4,0.3,7,0.52,2,0.15,2,0.15,0,0.0,1,0.07,2,0.15,4,0.3,24036
24,37,571,21,3.68,7,1.23,2,0.35,3,0.53,5,0.88,5,0.88,4,0.7,7,1.23,2,0.35,2,0.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.35,1,0.18,0,0.0,0,0.0,0,0.0,19,3.33,12,2.1,12,2.1,12,2.1,16,2.8,13,2.28,15,2.63,14,2.45,0,0.0,0,0.0,1,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24037
24,38,1063,13,1.22,11,1.03,5,0.47,2,0.19,7,0.66,5,0.47,4,0.38,6,0.56,6,0.56,5,0.47,6,0.56,7,0.66,3,0.28,5,0.47,3,0.28,5,0.47,0,0.0,1,0.09,0,0.0,0,0.0,49,4.61,44,4.14,42,3.95,38,3.57,47,4.42,38,3.57,34,3.2,34,3.2,1,0.09,2,0.19,1,0.09,3,0.28,2,0.19,3,0.28,1,0.09,2,0.19,24038
24,39,1001,23,2.3,20,2.0,10,1.0,19,1.9,11,1.1,13,1.3,10,1.0,12,1.2,11,1.1,6,0.6,3,0.3,3,0.3,1,0.1,4,0.4,6,0.6,3,0.3,4,0.4,2,0.2,7,0.7,6,0.6,53,5.29,44,4.4,43,4.3,42,4.2,43,4.3,50,5.0,39,3.9,37,3.7,1,0.1,1,0.1,2,0.2,1,0.1,1,0.1,6,0.6,2,0.2,2,0.2,24039
24,40,1042,19,1.82,18,1.73,7,0.67,5,0.48,7,0.67,8,0.77,11,1.06,9,0.86,5,0.48,2,0.19,2,0.19,8,0.77,0,0.0,2,0.19,1,0.1,5,0.48,0,0.0,2,0.19,2,0.19,2,0.19,38,3.65,40,3.84,35,3.36,32,3.07,43,4.13,36,3.45,32,3.07,31,2.98,1,0.1,0,0.0,1,0.1,2,0.19,1,0.1,1,0.1,2,0.19,1,0.1,24040
24,41,831,15,1.81,15,1.81,5,0.6,11,1.32,7,0.84,9,1.08,7,0.84,8,0.96,6,0.72,7,0.84,8,0.96,7,0.84,2,0.24,1,0.12,3,0.36,3,0.36,3,0.36,2,0.24,4,0.48,1,0.12,26,3.13,21,2.53,14,1.68,14,1.68,20,2.41,15,1.81,20,2.41,13,1.56,1,0.12,3,0.36,3,0.36,4,0.48,2,0.24,5,0.6,1,0.12,1,0.12,24041
25,3,2451,15,0.61,21,0.86,17,0.69,15,0.61,12,0.49,20,0.82,22,0.9,16,0.65,11,0.45,5,0.2,7,0.29,5,0.2,6,0.24,4,0.16,13,0.53,15,0.61,16,0.65,16,0.65,16,0.65,12,0.49,119,4.86,115,4.69,108,4.41,109,4.45,115,4.69,115,4.69,105,4.28,105,4.28,2,0.08,4,0.16,3,0.12,1,0.04,1,0.04,2,0.08,1,0.04,0,0.0,25003
25,4,1200,17,1.42,17,1.42,13,1.08,14,1.17,15,1.25,13,1.08,9,0.75,8,0.67,8,0.67,7,0.58,4,0.33,2,0.17,2,0.17,3,0.25,3,0.25,3,0.25,1,0.08,1,0.08,3,0.25,3,0.25,66,5.5,62,5.17,56,4.67,57,4.75,61,5.08,56,4.67,57,4.75,51,4.25,1,0.08,4,0.33,1,0.08,1,0.08,0,0.0,1,0.08,2,0.17,3,0.25,25004
25,6,569,9,1.58,10,1.76,8,1.41,10,1.76,8,1.41,8,1.41,10,1.76,6,1.05,22,3.87,12,2.11,14,2.46,14,2.46,11,1.93,10,1.76,2,0.35,1,0.18,2,0.35,1,0.18,1,0.18,1,0.18,30,5.27,29,5.1,30,5.27,30,5.27,26,4.57,26,4.57,22,3.87,23,4.04,4,0.7,1,0.18,2,0.35,1,0.18,1,0.18,0,0.0,0,0.0,3,0.53,25006
25,10,2238,13,0.58,8,0.36,10,0.45,6,0.27,9,0.4,11,0.49,12,0.54,12,0.54,7,0.31,5,0.22,4,0.18,6,0.27,3,0.13,4,0.18,8,0.36,13,0.58,5,0.22,7,0.31,11,0.49,7,0.31,65,2.9,61,2.73,53,2.37,54,2.41,52,2.32,53,2.37,50,2.23,47,2.1,3,0.13,7,0.31,2,0.09,5,0.22,7,0.31,7,0.31,3,0.13,2,0.09,25010
25,14,1068,9,0.84,7,0.66,8,0.75,3,0.28,5,0.47,3,0.28,4,0.37,6,0.56,17,1.59,11,1.03,12,1.12,8,0.75,8,0.75,5,0.47,4,0.37,2,0.19,3,0.28,5,0.47,4,0.37,1,0.09,74,6.93,73,6.84,73,6.84,68,6.37,70,6.55,70,6.55,61,5.71,61,5.71,4,0.37,0,0.0,1,0.09,1,0.09,0,0.0,0,0.0,2,0.19,2,0.19,25014
25,16,2321,18,0.78,14,0.6,12,0.52,18,0.78,10,0.43,9,0.39,13,0.56,15,0.65,8,0.34,8,0.34,7,0.3,5,0.22,7,0.3,5,0.22,8,0.34,13,0.56,6,0.26,14,0.6,14,0.6,8,0.34,71,3.06,68,2.93,61,2.63,66,2.84,60,2.59,57,2.46,59,2.54,53,2.28,1,0.04,6,0.26,3,0.13,2,0.09,4,0.17,6,0.26,2,0.09,3,0.13,25016
25,18,921,25,2.71,16,1.74,17,1.85,15,1.63,16,1.74,15,1.63,17,1.85,16,1.74,12,1.3,15,1.63,11,1.19,11,1.19,7,0.76,6,0.65,2,0.22,3,0.33,1,0.11,1,0.11,1,0.11,2,0.22,53,5.75,52,5.65,50,5.43,47,5.1,53,5.75,48,5.21,38,4.13,38,4.13,6,0.65,2,0.22,2,0.22,4,0.43,3,0.33,2,0.22,2,0.22,2,0.22,25018
25,20,814,19,2.33,13,1.6,8,0.98,6,0.74,11,1.35,6,0.74,7,0.86,3,0.37,7,0.86,4,0.49,4,0.49,6,0.74,1,0.12,1,0.12,3,0.37,7,0.86,3,0.37,3,0.37,0,0.0,3,0.37,38,4.67,41,5.04,34,4.18,33,4.05,40,4.91,34,4.18,33,4.05,37,4.55,3,0.37,3,0.37,2,0.25,2,0.25,5,0.61,1,0.12,2,0.25,4,0.49,25020
25,21,2814,33,1.17,36,1.28,34,1.21,33,1.17,24,0.85,24,0.85,23,0.82,27,0.96,12,0.43,11,0.39,7,0.25,8,0.28,5,0.18,5,0.18,14,0.5,11,0.39,12,0.43,14,0.5,16,0.57,9,0.32,171,6.08,160,5.69,160,5.69,154,5.47,159,5.65,154,5.47,148,5.26,139,4.94,4,0.14,6,0.21,7,0.25,6,0.21,5,0.18,5,0.18,4,0.14,3,0.11,25021
25,25,1779,14,0.79,12,0.67,11,0.62,8,0.45,7,0.39,9,0.51,8,0.45,9,0.51,9,0.51,8,0.45,5,0.28,7,0.39,0,0.0,0,0.0,14,0.79,13,0.73,10,0.56,14,0.79,8,0.45,9,0.51,104,5.85,99,5.56,95,5.34,97,5.45,90,5.06,91,5.12,86,4.83,89,5.0,6,0.34,5,0.28,6,0.34,4,0.22,5,0.28,7,0.39,8,0.45,7,0.39,25025
25,27,2098,20,0.95,25,1.19,20,0.95,19,0.91,20,0.95,17,0.81,19,0.91,21,1.0,6,0.29,6,0.29,4,0.19,6,0.29,2,0.1,6,0.29,12,0.57,10,0.48,11,0.52,11,0.52,13,0.62,12,0.57,108,5.15,101,4.81,93,4.43,90,4.29,93,4.43,93,4.43,90,4.29,86,4.1,5,0.24,2,0.1,3,0.14,2,0.1,4,0.19,3,0.14,3,0.14,4,0.19,25027
25,29,1339,24,1.79,26,1.94,8,0.6,11,0.82,24,1.79,13,0.97,9,0.67,17,1.27,13,0.97,5,0.37,5,0.37,8,0.6,5,0.37,5,0.37,6,0.45,15,1.12,5,0.37,4,0.3,5,0.37,6,0.45,73,5.45,66,4.93,60,4.48,62,4.63,67,5.0,65,4.85,59,4.41,62,4.63,3,0.22,6,0.45,4,0.3,1,0.07,5,0.37,5,0.37,1,0.07,4,0.3,25029
25,31,2885,26,0.9,22,0.76,16,0.55,16,0.55,15,0.52,20,0.69,13,0.45,15,0.52,9,0.31,8,0.28,8,0.28,3,0.1,2,0.07,3,0.1,14,0.49,12,0.42,10,0.35,15,0.52,11,0.38,14,0.49,90,3.12,84,2.91,78,2.7,76,2.63,83,2.88,82,2.84,81,2.81,75,2.6,8,0.28,7,0.24,4,0.14,8,0.28,6,0.21,6,0.21,5,0.17,4,0.14,25031
26,1,887,7,0.79,12,1.35,8,0.9,9,1.01,8,0.9,8,0.9,7,0.79,9,1.01,2,0.23,1,0.11,1,0.11,2,0.23,1,0.11,3,0.34,6,0.68,4,0.45,2,0.23,2,0.23,2,0.23,1,0.11,88,9.92,81,9.13,80,9.02,78,8.79,78,8.79,81,9.13,75,8.46,69,7.78,2,0.23,2,0.23,0,0.0,0,0.0,1,0.11,3,0.34,2,0.23,0,0.0,26001
26,3,1829,19,1.04,17,0.93,16,0.87,19,1.04,12,0.66,17,0.93,14,0.77,16,0.87,5,0.27,1,0.05,0,0.0,0,0.0,3,0.16,1,0.05,16,0.87,12,0.66,7,0.38,7,0.38,10,0.55,6,0.33,167,9.13,155,8.47,150,8.2,148,8.09,152,8.31,154,8.42,144,7.87,139,7.6,2,0.11,4,0.22,4,0.22,2,0.11,2,0.11,2,0.11,1,0.05,0,0.0,26003
26,4,790,16,2.03,7,0.89,5,0.63,18,2.28,9,1.14,6,0.76,6,0.76,7,0.89,3,0.38,6,0.76,0,0.0,1,0.13,1,0.13,0,0.0,11,1.39,7,0.89,2,0.25,0,0.0,1,0.13,1,0.13,62,7.85,48,6.08,48,6.08,43,5.44,53,6.71,61,7.72,42,5.32,42,5.32,1,0.13,0,0.0,1,0.13,0,0.0,1,0.13,2,0.25,2,0.25,1,0.13,26004
26,10,923,9,0.98,8,0.87,6,0.65,9,0.98,5,0.54,7,0.76,4,0.43,9,0.98,1,0.11,2,0.22,1,0.11,0,0.0,0,0.0,0,0.0,4,0.43,2,0.22,2,0.22,2,0.22,2,0.22,1,0.11,100,10.83,87,9.43,88,9.53,86,9.32,92,9.97,88,9.53,80,8.67,78,8.45,1,0.11,3,0.33,1,0.11,0,0.0,1,0.11,0,0.0,0,0.0,0,0.0,26010
26,17,1269,16,1.26,17,1.34,10,0.79,4,0.32,6,0.47,9,0.71,10,0.79,9,0.71,7,0.55,5,0.39,4,0.32,7,0.55,3,0.24,2,0.16,11,0.87,7,0.55,7,0.55,6,0.47,5,0.39,4,0.32,67,5.28,67,5.28,61,4.81,63,4.96,66,5.2,61,4.81,57,4.49,48,3.78,4,0.32,4,0.32,4,0.32,3,0.24,3,0.24,4,0.32,1,0.08,0,0.0,26017
26,19,737,5,0.68,12,1.63,4,0.54,13,1.76,9,1.22,3,0.41,3,0.41,8,1.09,6,0.81,2,0.27,3,0.41,9,1.22,3,0.41,3,0.41,6,0.81,4,0.54,1,0.14,1,0.14,2,0.27,1,0.14,54,7.33,44,5.97,40,5.43,39,5.29,44,5.97,46,6.24,39,5.29,34,4.61,4,0.54,2,0.27,3,0.41,2,0.27,4,0.54,4,0.54,2,0.27,3,0.41,26019
26,21,1757,27,1.54,23,1.31,24,1.37,20,1.14,20,1.14,22,1.25,20,1.14,18,1.02,7,0.4,3,0.17,2,0.11,3,0.17,5,0.28,1,0.06,7,0.4,9,0.51,6,0.34,8,0.46,7,0.4,6,0.34,148,8.42,138,7.85,137,7.8,137,7.8,147,8.37,142,8.08,135,7.68,119,6.77,0,0.0,2,0.11,2,0.11,1,0.06,2,0.11,3,0.17,0,0.0,1,0.06,26021
26,27,778,9,1.16,8,1.03,13,1.67,6,0.77,7,0.9,6,0.77,7,0.9,8,1.03,5,0.64,3,0.39,1,0.13,4,0.51,2,0.26,0,0.0,1,0.13,0,0.0,1,0.13,0,0.0,1,0.13,0,0.0,80,10.28,75,9.64,72,9.25,70,9.0,71,9.13,73,9.38,64,8.23,63,8.1,1,0.13,1,0.13,1,0.13,0,0.0,0,0.0,1,0.13,0,0.0,0,0.0,26027
26,28,988,15,1.52,15,1.52,17,1.72,18,1.82,11,1.11,15,1.52,14,1.42,12,1.21,2,0.2,2,0.2,2,0.2,2,0.2,2,0.2,2,0.2,11,1.11,5,0.51,7,0.71,3,0.3,2,0.2,1,0.1,62,6.28,58,5.87,54,5.47,54,5.47,56,5.67,58,5.87,54,5.47,50,5.06,1,0.1,4,0.4,4,0.4,0,0.0,1,0.1,4,0.4,1,0.1,1,0.1,26028
26,33,1690,15,0.89,18,1.07,8,0.47,15,0.89,8,0.47,13,0.77,6,0.36,14,0.83,6,0.36,8,0.47,6,0.36,3,0.18,3,0.18,4,0.24,6,0.36,3,0.18,0,0.0,0,0.0,3,0.18,2,0.12,169,10.0,152,8.99,152,8.99,148,8.76,155,9.17,153,9.05,140,8.28,130,7.69,0,0.0,1,0.06,2,0.12,2,0.12,2,0.12,4,0.24,1,0.06,4,0.24,26033
26,36,1429,18,1.26,15,1.05,16,1.12,21,1.47,15,1.05,20,1.4,17,1.19,18,1.26,9,0.63,8,0.56,5,0.35,6,0.42,3,0.21,6,0.42,9,0.63,5,0.35,2,0.14,6,0.42,6,0.42,3,0.21,121,8.47,104,7.28,108,7.56,105,7.35,109,7.63,113,7.91,102,7.14,100,7.0,3,0.21,5,0.35,3,0.21,3,0.21,2,0.14,3,0.21,2,0.14,1,0.07,26036
26,39,1071,6,0.56,5,0.47,4,0.37,4,0.37,4,0.37,6,0.56,6,0.56,5,0.47,3,0.28,3,0.28,1,0.09,2,0.19,1,0.09,1,0.09,7,0.65,4,0.37,5,0.47,3,0.28,6,0.56,2,0.19,112,10.46,105,9.8,104,9.71,99,9.24,105,9.8,103,9.62,95,8.87,91,8.5,2,0.19,2,0.19,2,0.19,1,0.09,2,0.19,2,0.19,1,0.09,2,0.19,26039
26,45,435,3,0.69,4,0.92,4,0.92,5,1.15,4,0.92,5,1.15,2,0.46,4,0.92,1,0.23,3,0.69,0,0.0,3,0.69,0,0.0,2,0.46,7,1.61,1,0.23,0,0.0,1,0.23,2,0.46,1,0.23,46,10.57,30,6.9,31,7.13,28,6.44,29,6.67,34,7.82,29,6.67,26,5.98,0,0.0,2,0.46,3,0.69,0,0.0,1,0.23,0,0.0,1,0.23,2,0.46,26045
26,46,1035,15,1.45,10,0.97,14,1.35,15,1.45,9,0.87,13,1.26,7,0.68,11,1.06,2,0.19,2,0.19,0,0.0,0,0.0,0,0.0,2,0.19,10,0.97,4,0.39,3,0.29,2,0.19,3,0.29,6,0.58,79,7.63,76,7.34,69,6.67,70,6.76,68,6.57,76,7.34,65,6.28,63,6.09,2,0.19,4,0.39,1,0.1,1,0.1,2,0.19,2,0.19,2,0.19,1,0.1,26046
27,1,2656,34,1.28,32,1.2,39,1.47,35,1.32,27,1.02,26,0.98,24,0.9,26,0.98,16,0.6,13,0.49,7,0.26,4,0.15,4,0.15,4,0.15,11,0.41,11,0.41,12,0.45,18,0.68,9,0.34,9,0.34,143,5.38,140,5.27,130,4.89,126,4.74,125,4.71,129,4.86,119,4.48,114,4.29,5,0.19,9,0.34,4,0.15,5,0.19,5,0.19,4,0.15,3,0.11,3,0.11,27001
27,2,1428,14,0.98,13,0.91,11,0.77,9,0.63,8,0.56,8,0.56,6,0.42,10,0.7,6,0.42,7,0.49,5,0.35,3,0.21,4,0.28,5,0.35,10,0.7,9,0.63,6,0.42,8,0.56,5,0.35,10,0.7,52,3.64,49,3.43,43,3.01,39,2.73,45,3.15,45,3.15,40,2.8,40,2.8,5,0.35,4,0.28,5,0.35,4,0.28,3,0.21,4,0.28,2,0.14,5,0.35,27002
27,3,754,13,1.72,7,0.93,8,1.06,5,0.66,8,1.06,6,0.8,2,0.27,8,1.06,1,0.13,3,0.4,0,0.0,0,0.0,2,0.27,2,0.27,2,0.27,3,0.4,0,0.0,1,0.13,7,0.93,0,0.0,38,5.04,30,3.98,31,4.11,31,4.11,35,4.64,31,4.11,28,3.71,28,3.71,1,0.13,1,0.13,1,0.13,1,0.13,1,0.13,3,0.4,1,0.13,1,0.13,27003
27,4,870,14,1.61,4,0.46,5,0.57,3,0.34,5,0.57,5,0.57,1,0.11,3,0.34,8,0.92,7,0.8,5,0.57,10,1.15,2,0.23,3,0.34,3,0.34,3,0.34,1,0.11,1,0.11,5,0.57,2,0.23,58,6.67,52,5.98,51,5.86,48,5.52,54,6.21,53,6.09,52,5.98,49,5.63,1,0.11,1,0.11,2,0.23,0,0.0,0,0.0,2,0.23,1,0.11,2,0.23,27004
27,5,1153,27,2.34,27,2.34,13,1.13,19,1.65,14,1.21,19,1.65,11,0.95,14,1.21,9,0.78,7,0.61,13,1.13,5,0.43,5,0.43,3,0.26,3,0.26,2,0.17,3,0.26,2,0.17,1,0.09,4,0.35,52,4.51,44,3.82,42,3.64,39,3.38,45,3.9,39,3.38,40,3.47,38,3.3,0,0.0,1,0.09,0,0.0,1,0.09,1,0.09,0,0.0,2,0.17,3,0.26,27005
27,6,1701,33,1.94,33,1.94,26,1.53,25,1.47,26,1.53,33,1.94,26,1.53,26,1.53,16,0.94,10,0.59,12,0.71,9,0.53,4,0.24,10,0.59,11,0.65,15,0.88,9,0.53,8,0.47,9,0.53,10,0.59,69,4.06,67,3.94,58,3.41,54,3.17,65,3.82,58,3.41,53,3.12,54,3.17,5,0.29,6,0.35,6,0.35,4,0.24,2,0.12,3,0.18,2,0.12,3,0.18,27006
27,8,1029,31,3.01,19,1.85,12,1.17,9,0.87,17,1.65,14,1.36,8,0.78,14,1.36,6,0.58,4,0.39,8,0.78,2,0.19,3,0.29,4,0.39,4,0.39,3,0.29,3,0.29,1,0.1,4,0.39,1,0.1,38,3.69,37,3.6,30,2.92,32,3.11,35,3.4,36,3.5,27,2.62,28,2.72,1,0.1,2,0.19,2,0.19,5,0.49,1,0.1,3,0.29,0,0.0,5,0.49,27008
27,9,868,11,1.27,8,0.92,8,0.92,8,0.92,6,0.69,8,0.92,7,0.81,11,1.27,8,0.92,8,0.92,5,0.58,7,0.81,5,0.58,5,0.58,6,0.69,1,0.12,1,0.12,3,0.35,5,0.58,4,0.46,38,4.38,34,3.92,31,3.57,33,3.8,33,3.8,30,3.46,27,3.11,25,2.88,3,0.35,2,0.23,3,0.35,2,0.23,2,0.23,2,0.23,0,0.0,0,0.0,27009
